,time_bucket,time,bytes,host,latency,method,response,url,useragent
290,2025-01-23-23-03,2025-01-23T23:03:14.819Z,5019,57.135.195.7,2719,DELETE,304,/usr/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
291,2025-01-23-23-03,2025-01-23T23:03:14.212Z,4974,74.201.147.81,4869,GET,500,/usr/admin,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
292,2025-01-23-23-03,2025-01-23T23:03:13.605Z,4929,188.203.113.139,749,PUT,500,/usr/admin/developer,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
293,2025-01-23-23-03,2025-01-23T23:03:12.988Z,5112,29.24.208.79,2137,DELETE,403,/usr/admin,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
294,2025-01-23-23-03,2025-01-23T23:03:12.381Z,5133,186.214.225.28,4032,PUT,403,/usr/register,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
295,2025-01-23-23-03,2025-01-23T23:03:11.771Z,5026,198.150.37.197,3370,POST,404,/usr/admin/developer,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
296,2025-01-23-23-03,2025-01-23T23:03:11.164Z,4918,35.151.86.114,4730,GET,500,/usr/register,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
297,2025-01-23-23-03,2025-01-23T23:03:10.556Z,4924,174.148.173.171,4626,POST,404,/usr/register,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
298,2025-01-23-23-03,2025-01-23T23:03:09.950Z,5049,174.116.46.140,726,DELETE,404,/usr/admin/developer,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
299,2025-01-23-23-03,2025-01-23T23:03:09.336Z,4968,63.180.166.18,1558,POST,304,/usr,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
300,2025-01-23-23-03,2025-01-23T23:03:08.729Z,4959,69.213.17.151,1826,PUT,500,/usr/admin,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
301,2025-01-23-23-03,2025-01-23T23:03:08.121Z,4923,56.250.196.112,1208,DELETE,404,/usr/login,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
302,2025-01-23-23-03,2025-01-23T23:03:07.513Z,5009,119.224.39.137,967,POST,200,/usr/register,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
303,2025-01-23-23-03,2025-01-23T23:03:06.905Z,4975,106.11.177.34,1695,POST,200,/usr/admin,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
304,2025-01-23-23-03,2025-01-23T23:03:06.299Z,5015,30.123.241.64,138,PUT,303,/usr,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
305,2025-01-23-23-03,2025-01-23T23:03:05.693Z,5074,208.29.115.94,3493,GET,303,/usr,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
306,2025-01-23-23-03,2025-01-23T23:03:05.086Z,5004,6.172.142.181,53,PUT,404,/usr/admin,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
307,2025-01-23-23-03,2025-01-23T23:03:04.479Z,4956,161.69.150.169,4539,PUT,304,/usr/register,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
308,2025-01-23-23-03,2025-01-23T23:03:03.871Z,4929,160.31.77.245,3702,GET,304,/usr/admin/developer,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
309,2025-01-23-23-03,2025-01-23T23:03:03.264Z,4970,202.179.78.86,3633,DELETE,303,/usr/admin,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
310,2025-01-23-23-03,2025-01-23T23:03:02.658Z,4962,28.46.247.19,2374,GET,500,/usr/register,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
311,2025-01-23-23-03,2025-01-23T23:03:02.051Z,5123,168.162.180.141,3402,GET,200,/usr/admin/developer,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
312,2025-01-23-23-03,2025-01-23T23:03:01.437Z,4982,139.248.224.230,1129,DELETE,304,/usr/register,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
313,2025-01-23-23-03,2025-01-23T23:03:00.830Z,5021,18.74.75.157,1653,GET,502,/usr/admin,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
314,2025-01-23-23-03,2025-01-23T23:03:00.223Z,4870,123.84.93.213,4599,GET,502,/usr/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
315,2025-01-23-23-17,2025-01-23T23:17:59.536Z,5012,134.184.158.121,3171,GET,304,/usr/login,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
316,2025-01-23-23-17,2025-01-23T23:17:58.929Z,5067,2.201.119.245,2746,DELETE,403,/usr/admin,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
317,2025-01-23-23-17,2025-01-23T23:17:58.322Z,5063,32.65.239.193,742,DELETE,502,/usr/admin,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
318,2025-01-23-23-17,2025-01-23T23:17:57.716Z,4956,219.62.232.99,3629,PUT,500,/usr/register,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
319,2025-01-23-23-17,2025-01-23T23:17:57.108Z,5026,194.155.9.134,4327,POST,502,/usr/register,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
320,2025-01-23-23-17,2025-01-23T23:17:56.502Z,4944,15.174.163.28,220,PUT,502,/usr,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
321,2025-01-23-23-17,2025-01-23T23:17:55.895Z,4974,19.119.166.245,54,PUT,500,/usr/admin/developer,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
322,2025-01-23-23-17,2025-01-23T23:17:55.288Z,4960,79.43.123.29,1860,GET,502,/usr/admin/developer,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
323,2025-01-23-23-17,2025-01-23T23:17:54.681Z,4929,152.46.205.248,4268,DELETE,403,/usr/login,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
324,2025-01-23-23-17,2025-01-23T23:17:54.074Z,5026,182.174.120.86,3110,POST,500,/usr/admin/developer,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
325,2025-01-23-23-17,2025-01-23T23:17:53.468Z,4979,209.142.15.191,988,POST,303,/usr/admin,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
326,2025-01-23-23-17,2025-01-23T23:17:52.861Z,4850,187.86.104.76,2640,DELETE,502,/usr,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
327,2025-01-23-23-17,2025-01-23T23:17:52.255Z,5020,166.109.210.18,416,GET,500,/usr/register,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
328,2025-01-23-23-17,2025-01-23T23:17:51.647Z,5054,148.109.143.225,942,GET,502,/usr,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
329,2025-01-23-23-17,2025-01-23T23:17:51.041Z,5032,205.213.9.81,3326,POST,303,/usr,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
330,2025-01-23-23-17,2025-01-23T23:17:50.435Z,5023,88.232.10.35,4092,GET,502,/usr/login,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
331,2025-01-23-23-17,2025-01-23T23:17:49.829Z,5032,166.236.46.56,1647,PUT,404,/usr,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
332,2025-01-23-23-17,2025-01-23T23:17:49.223Z,4987,160.116.171.52,1112,DELETE,304,/usr/admin,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
333,2025-01-23-23-17,2025-01-23T23:17:48.616Z,4948,167.99.75.56,4661,GET,502,/usr/register,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
334,2025-01-23-23-17,2025-01-23T23:17:48.009Z,5018,157.96.43.41,435,GET,404,/usr,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
335,2025-01-23-23-17,2025-01-23T23:17:47.403Z,5074,103.198.251.1,1976,POST,502,/usr/admin,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
336,2025-01-23-23-17,2025-01-23T23:17:46.797Z,5006,137.15.110.205,4590,GET,502,/usr,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
337,2025-01-23-23-17,2025-01-23T23:17:46.190Z,4991,172.105.205.117,871,PUT,500,/usr,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
338,2025-01-23-23-17,2025-01-23T23:17:45.584Z,5042,16.228.137.93,4623,GET,304,/usr/login,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
339,2025-01-23-23-17,2025-01-23T23:17:44.977Z,5025,131.235.147.89,564,DELETE,200,/usr/register,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
340,2025-01-23-23-17,2025-01-23T23:17:44.370Z,5006,120.61.206.135,4985,DELETE,303,/usr/register,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
341,2025-01-23-23-17,2025-01-23T23:17:43.764Z,5081,124.195.189.134,2480,GET,404,/usr/admin/developer,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
342,2025-01-23-23-17,2025-01-23T23:17:43.158Z,4926,132.171.197.130,1431,PUT,304,/usr/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
343,2025-01-23-23-17,2025-01-23T23:17:42.550Z,4947,135.160.174.173,4451,POST,403,/usr/register,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
344,2025-01-23-23-17,2025-01-23T23:17:41.944Z,4957,193.254.219.154,2501,POST,304,/usr/admin,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
345,2025-01-23-23-17,2025-01-23T23:17:41.337Z,5032,212.104.221.217,1288,GET,502,/usr/register,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
346,2025-01-23-23-17,2025-01-23T23:17:40.720Z,5071,176.74.138.133,291,GET,502,/usr/admin,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
347,2025-01-23-23-17,2025-01-23T23:17:40.113Z,4960,201.3.204.112,4528,PUT,304,/usr/admin,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
348,2025-01-23-23-17,2025-01-23T23:17:39.506Z,5094,208.174.239.74,2791,GET,500,/usr/admin,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
349,2025-01-23-23-17,2025-01-23T23:17:38.900Z,5112,69.51.125.161,3026,DELETE,403,/usr/register,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
350,2025-01-23-23-17,2025-01-23T23:17:38.293Z,4954,86.217.125.221,4929,DELETE,304,/usr,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
351,2025-01-23-23-17,2025-01-23T23:17:37.687Z,5001,72.123.73.129,3271,PUT,403,/usr/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
352,2025-01-23-23-17,2025-01-23T23:17:37.079Z,4998,63.152.87.13,1990,GET,502,/usr/admin/developer,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
353,2025-01-23-23-17,2025-01-23T23:17:36.473Z,5005,58.246.81.208,3808,PUT,500,/usr,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
354,2025-01-23-23-17,2025-01-23T23:17:35.866Z,4980,31.72.21.41,2134,GET,403,/usr/admin/developer,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
355,2025-01-23-23-17,2025-01-23T23:17:35.260Z,5030,7.190.245.239,1194,DELETE,303,/usr/admin/developer,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
356,2025-01-23-23-17,2025-01-23T23:17:34.654Z,4959,189.160.193.23,750,PUT,502,/usr/register,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
357,2025-01-23-23-17,2025-01-23T23:17:34.047Z,5076,59.96.71.94,619,GET,403,/usr/admin,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
358,2025-01-23-23-17,2025-01-23T23:17:33.439Z,5000,104.192.232.141,1773,DELETE,404,/usr,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
359,2025-01-23-23-17,2025-01-23T23:17:32.832Z,4938,82.120.221.42,4214,POST,200,/usr/login,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
360,2025-01-23-23-17,2025-01-23T23:17:32.226Z,5074,204.70.28.97,4813,POST,303,/usr/admin/developer,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
361,2025-01-23-23-17,2025-01-23T23:17:31.620Z,5085,124.234.92.17,4724,PUT,500,/usr/register,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
362,2025-01-23-23-17,2025-01-23T23:17:31.012Z,5050,33.211.144.195,2421,DELETE,404,/usr/admin,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
363,2025-01-23-23-17,2025-01-23T23:17:30.407Z,5064,156.10.219.209,2420,PUT,304,/usr/admin/developer,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
364,2025-01-23-23-17,2025-01-23T23:17:29.801Z,4965,7.98.133.123,1962,GET,200,/usr,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
365,2025-01-23-23-17,2025-01-23T23:17:29.193Z,5014,52.63.70.255,4822,GET,200,/usr/register,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
366,2025-01-23-23-17,2025-01-23T23:17:28.586Z,5014,159.207.27.98,3524,GET,304,/usr,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
367,2025-01-23-23-17,2025-01-23T23:17:27.980Z,4912,130.47.68.188,4885,GET,304,/usr,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
368,2025-01-23-23-17,2025-01-23T23:17:27.372Z,4921,70.82.124.197,2742,DELETE,403,/usr/admin/developer,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
369,2025-01-23-23-17,2025-01-23T23:17:26.766Z,4995,201.251.35.171,4582,POST,304,/usr/register,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
370,2025-01-23-23-17,2025-01-23T23:17:26.159Z,4954,192.153.234.24,1482,PUT,500,/usr/admin/developer,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
371,2025-01-23-23-17,2025-01-23T23:17:25.552Z,5077,10.87.71.44,3856,PUT,403,/usr/admin,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
372,2025-01-23-23-17,2025-01-23T23:17:24.945Z,4952,155.102.18.169,1275,GET,502,/usr,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
373,2025-01-23-23-17,2025-01-23T23:17:24.339Z,5080,25.251.225.187,3567,GET,200,/usr/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
374,2025-01-23-23-17,2025-01-23T23:17:23.731Z,5054,204.127.122.94,3280,POST,502,/usr/admin/developer,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
375,2025-01-23-23-17,2025-01-23T23:17:23.125Z,4961,213.4.142.4,407,GET,502,/usr/login,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
376,2025-01-23-23-17,2025-01-23T23:17:22.519Z,5064,174.21.28.194,4881,DELETE,303,/usr/register,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
377,2025-01-23-23-17,2025-01-23T23:17:21.912Z,4934,23.3.117.234,1273,DELETE,303,/usr,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
378,2025-01-23-23-17,2025-01-23T23:17:21.305Z,4960,155.27.109.113,1064,POST,303,/usr/admin,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
379,2025-01-23-23-17,2025-01-23T23:17:20.699Z,4977,151.205.196.101,4759,GET,404,/usr/admin,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
380,2025-01-23-23-17,2025-01-23T23:17:20.084Z,4999,156.158.187.242,3083,DELETE,200,/usr/admin,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
381,2025-01-23-23-17,2025-01-23T23:17:19.477Z,5037,118.118.187.184,4260,DELETE,304,/usr,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
382,2025-01-23-23-17,2025-01-23T23:17:18.871Z,4943,149.241.149.51,1469,PUT,502,/usr/admin,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
383,2025-01-23-23-17,2025-01-23T23:17:18.263Z,5018,84.225.139.48,2290,PUT,403,/usr/register,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
384,2025-01-23-23-17,2025-01-23T23:17:17.657Z,4984,112.189.229.84,2250,POST,304,/usr/admin,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
385,2025-01-23-23-17,2025-01-23T23:17:17.051Z,4990,223.136.98.127,3763,POST,303,/usr/login,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
386,2025-01-23-23-17,2025-01-23T23:17:16.444Z,5033,206.96.208.77,3177,DELETE,303,/usr/admin/developer,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
387,2025-01-23-23-17,2025-01-23T23:17:15.838Z,5034,77.198.202.76,3624,GET,304,/usr/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
388,2025-01-23-23-17,2025-01-23T23:17:15.231Z,5060,52.146.179.103,4753,DELETE,403,/usr/register,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
389,2025-01-23-23-17,2025-01-23T23:17:14.624Z,4993,8.91.225.144,360,POST,200,/usr/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
